date,away,home,gameid
20080930,WO,LG,WOLG0
20080930,LT,SK,LTSK0
20080930,OB,HH,OBHH0
20081001,LG,OB,LGOB0
20081001,SS,WO,SSWO0
20081001,LT,SK,LTSK0
20081002,SK,HT,SKHT0
20081002,OB,WO,OBWO0
20081003,SK,HT,SKHT0
20081003,LT,LG,LTLG0
20081003,OB,WO,OBWO0
20081004,LT,LG,LTLG0
20081004,WO,HH,WOHH0
20081004,OB,HT,OBHT0
20081004,SK,SS,SKSS0
20081005,WO,SK,WOSK0
